宜昌,当阳,太子桥2-1-15号小区,4023,1.302%,当阳 长坂路,太子桥2-1-15号,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,127,4,//yichang.ganji.com/xiaoqu/taiziqiao2115haoxiaoqu/
宜昌,当阳,长坂路112号小区,4206,-3.244%,当阳 长坂路,长坂路112号,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,1998年,暂无数据,暂无数据,暂无数据,130,1,//yichang.ganji.com/xiaoqu/zhangbanlu112haoxiaoqu/
宜昌,当阳,南郡天下,5462,2.199%,长坂路 当阳城区,长坂路,高层,0.50元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,湖北佳恒地产投资有限公司,当阳市馨苑物业服务有限责任公司,3,1,//yichang.ganji.com/xiaoqu/nanjuntianxia1p57/
宜昌,当阳,河滨小区,3848,-18.266%,当阳 长坂路,广家洲路11巷,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,27,0,//yichang.ganji.com/xiaoqu/hebinxiaoquaL9D/
宜昌,当阳,长板小区,4031,2.157%,当阳 长坂路,长坂路,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,长板小区居民委员会,暂无数据,116,0,//yichang.ganji.com/xiaoqu/zhangbanxiaoqu/
宜昌,当阳,信合苑,3744,0.0%,当阳 长坂路,长坂路201号,多层,0.30元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,信合苑居民委员会,信合苑业主委员会,8,0,//yichang.ganji.com/xiaoqu/xinheyuanuQa1/
宜昌,当阳,怡景嘉园,4553,-0.173%,当阳 长坂路,环东路85号,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,2006年,暂无数据,暂无数据,暂无数据,75,1,//yichang.ganji.com/xiaoqu/yijingjiayuanUi1p/
宜昌,当阳,东群小区,4678,23.8%,当阳 长坂路,环东路95号,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,16,1,//yichang.ganji.com/xiaoqu/dongqunxiaoqu/
宜昌,当阳,啤酒厂小区,2606,0.0%,当阳 长坂路,"锦屏大道中段36-8号,36-9号",多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,7,0,//yichang.ganji.com/xiaoqu/pijiuchangxiaoquQ8up/
宜昌,当阳,坝陵村农民公寓,2491,0.0%,当阳 长坂路,翼德路15号,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,18,0,//yichang.ganji.com/xiaoqu/balingcunnongmingongyu/
宜昌,当阳,南郡soho小区,4938,-3.208%,当阳 长坂路,环城南路62号特2号,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,25,2,//yichang.ganji.com/xiaoqu/nanjunsohoxiaoqu/
宜昌,当阳,港湾明珠,3683,-0.032%,当阳 长坂路,"航空路,近长坂坡",高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,4,0,//yichang.ganji.com/xiaoqu/gangwanmingzhu21fp/
宜昌,当阳,企业局小区,0,0.0%,当阳 长坂路,友谊路,多层,0.00元/平米/月,单位集体自建房,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,50,0,//yichang.ganji.com/xiaoqu/qiyejuxiaoqu6Qf9/
宜昌,当阳,国储七三六处生活区,3755,0.0%,当阳 长坂路,锦屏大道,多层,0.30元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,4,0,//yichang.ganji.com/xiaoqu/guochuqisanliuchushenghuoqu/
宜昌,当阳,万华市场,3837,13.916%,长坂路 当阳城区,环城南路5710,高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,2,0,//yichang.ganji.com/xiaoqu/wanhuashichangtHF1/
宜昌,当阳,当阳一中教工小区,4240,-1.106%,长坂路 当阳城区,长坂路三巷特130号,多层,0.30元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,当阳市教安物业管理有限公司,1,2,//yichang.ganji.com/xiaoqu/dangyangyizhongjiaogongxiaoqu60Ak/
宜昌,当阳,盛泰华庭小区,6381,-0.268%,当阳 长坂路,玉阳路85号,多层|小高层|高层,0.00元/平米/月,商品房住宅,1.60,暂无数据,暂无数据,2011年,配有地上停车位,湖北当阳市盛泰置业有限公司,当阳恒基物业管理有限公司,375,5,//yichang.ganji.com/xiaoqu/shengtaihuatingxiaoqu/
宜昌,当阳,当阳供销大厦,3550,1.152%,当阳 长坂路,南正街18号,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,25,7,//yichang.ganji.com/xiaoqu/dangyanggongxiaodasha/
宜昌,当阳,龙城帝景,5916,5.724%,长坂路 当阳城区,熊家山路,小高层,1.20元/平米/月,商品房住宅,1.99,暂无数据,暂无数据,2009年,暂无数据,当阳市宏锦置业有限公司,当阳市宏升物业管理有限公司,3,1,//yichang.ganji.com/xiaoqu/longchengdijingRv9m/
宜昌,当阳,汇丰源,4089,6.556%,当阳 长坂路,环城南路,高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,24,0,//yichang.ganji.com/xiaoqu/huifengyuankq5C/
